"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"BENS_TOTAL";"TOTAL_VOTOS";"DS_SIT_TOT_TURNO";"RECEITA_TOTAL";"FONTE_RECEITA";"ORIGEM_RECEITA";"ST_REELEICAO"
250000754011;"AIRTON LOPES DE SOUZA";"#NULO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";15000;1452;"SUPLENTE";3189;"OUTROS RECURSOS";"Recursos de outros candidatos, Recursos de pessoas físicas";"N"
250000754041;"LUCELIA PATRICIA REQUIA MARQUES";"#NULO";"PSL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";143403;948;"SUPLENTE";10000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000754054;"RICARDO CUSTÓDIO";"#NULO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";492000;351;"SUPLENTE";3500;"OUTROS RECURSOS";"Recursos próprios";"N"
250000753984;"MAURO FERNANDO MENEZES MARINHO";"#NULO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";10500;613;"SUPLENTE";11417,44;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos próprios";"N"
250000645483;"BRUNO CAMILO DA SILVA";"#NULO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";53425;2591;"SUPLENTE";5439;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de outros candidatos";"N"
250000754004;"MARCELO PEREIRA SURCIN";"#NULO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"JORNALISTA E REDATOR";"APTO";14850;7574;"SUPLENTE";134000;"OUTROS RECURSOS, FUNDO PARTIDARIO, FUNDO ESPECIAL";"Recursos próprios, Recursos de partido político";"N"
250000754020;"DAILAS RODRIGUES DA SILVA SOARES";"#NULO";"PSL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";NA;231;"SUPLENTE";20000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000754033;"ROSANGELA HENRIQUE DE LIMA";"#NULO";"PSL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PSICÓLOGO";"APTO";NA;22;"SUPLENTE";10000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000754006;"MARIO ANTONIO PIRES MORO";"#NULO";"PSL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";160000;193;"SUPLENTE";3861,69;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de outros candidatos, Recursos de pessoas físicas";"N"
250000754027;"WALDISNEY PILON CAMASANO";"#NULO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";30000;2728;"SUPLENTE";57093,5;"OUTROS RECURSOS";"Recursos próprios";"N"
250000688243;"RAMON DE CASTRO VELLARDI";"#NULO";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADMINISTRADOR";"APTO";574000;1204;"SUPLENTE";34808,73;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios, Recursos de Financiamento Coletivo";"N"
250000919185;"JOÃO JORGE DE SOUZA";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"VEREADOR";"APTO";1067766,89;34323;"ELEITO POR QP";608200;"OUTROS RECURSOS, FUNDO ESPECIAL, FUNDO PARTIDARIO";"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político, Recursos de origens não identificadas";"N"
250000919186;"AURÉLIO NOMURA";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"AMARELA";"ADVOGADO";"APTO";789314,56;25316;"ELEITO POR QP";372977,07;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"S"
250000919223;"FERNANDO ABREU BOTELHO";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"REPRESENTANTE COMERCIAL";"APTO";12500;215;"SUPLENTE";7317,07;"FUNDO PARTIDARIO";"Recursos de partido político";"N"
250000919198;"AMMIE MICHELLE GRAVES";"#NULO";"PSDB";"FEMININO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"APTO";NA;324;"SUPLENTE";7317,07;"FUNDO PARTIDARIO";"Recursos de partido político";"N"
250000919206;"BRUNO BERALDIN";"#NULO";"PSDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"APTO";20572,74;3925;"SUPLENTE";48439,8;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos próprios";"N"
250000919234;"MARIA CAZUHO SAITO TAKIGUTI";"#NULO";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"AMARELA";"OUTROS";"APTO";1724660,87;3044;"SUPLENTE";14192,07;"OUTROS RECURSOS, FUNDO PARTIDARIO";"Recursos próprios, Recursos de partido político";"N"
250000919222;"CLAIRE BARBAGALLO";"#NULO";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"VIÚVO(A)";"BRANCA";"ADMINISTRADOR";"APTO";52259,7;465;"SUPLENTE";8417,07;"OUTROS RECURSOS, FUNDO PARTIDARIO";"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios";"N"
250000919216;"MARCILIO RODRIGUES GALVÃO";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";815000;456;"SUPLENTE";7317,07;"FUNDO PARTIDARIO";"Recursos de partido político";"N"
250000919217;"DJALMA GONÇALVES GUIRRA";"#NULO";"PSDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"JORNALISTA E REDATOR";"APTO";NA;189;"SUPLENTE";9817,07;"FUNDO ESPECIAL, FUNDO PARTIDARIO";"Recursos de partido político";"N"
250000919179;"NAIR ALVES DE OLIVEIRA";"#NULO";"PSDB";"FEMININO";"ENSINO MÉDIO COMPLETO";"VIÚVO(A)";"PARDA";"CANTOR E COMPOSITOR";"APTO";158000;117;"SUPLENTE";7317,07;"FUNDO PARTIDARIO";"Recursos de partido político";"N"
250000919192;"ANTÔNIO VASCONCELOS DE SOUZA";"#NULO";"PSDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"APTO";530736,49;2945;"SUPLENTE";36187,07;"OUTROS RECURSOS, FUNDO PARTIDARIO";"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"N"
250000919193;"FHIAMA RAQUEL BISPO DE SOUZA";"#NULO";"PSDB";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"PARDA";"CANTOR E COMPOSITOR";"APTO";NA;701;"SUPLENTE";7317,07;"FUNDO PARTIDARIO";"Recursos de partido político";"N"
250000919209;"JOSÉ ROBERTO RODRIGUES DE OLIVEIRA";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";2e+05;2989;"SUPLENTE";108445,46;"OUTROS RECURSOS, FUNDO PARTIDARIO, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo";"N"
250001154736;"ERICK SANTOS";"#NULO";"REDE";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";6000;631;"NÃO ELEITO";59737,68;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de Financiamento Coletivo, Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"N"
250001154720;"RONE ERASMO DOS SANTOS";"#NULO";"REDE";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA";"APTO";NA;381;"NÃO ELEITO";9754;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de Financiamento Coletivo, Recursos próprios, Recursos de partido político";"N"
250001154710;"ANDRÉ RODRIGUES GONÇALVES";"#NULO";"REDE";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO";"APTO";25553,47;123;"NÃO ELEITO";7200;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de Financiamento Coletivo, Recursos de outros candidatos, Recursos de partido político";"N"
250001123239;"RAQUEL JANAINA SABINO";"#NULO";"PSB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";150000;710;"SUPLENTE";35361,95;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"N"
250001123268;"VIVIAN CASTRO DE MOREIRA";"#NULO";"PSB";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";NA;520;"SUPLENTE";20000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001123253;"EDVAN JOSE DOS SANTOS";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"ADVOGADO";"APTO";NA;638;"SUPLENTE";18715;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";"N"
250001123237;"EDILSON FERREIRA";"#NULO";"PSB";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";NA;137;"SUPLENTE";15000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001123271;"ROSELI BARCELLOS GEORGEAN";"#NULO";"PSB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";NA;230;"SUPLENTE";20000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001123221;"JOSÉ JAILSON DA SILVA";"#NULO";"PSB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"AGENTE DE SAÚDE E SANITARISTA";"APTO";1000;3550;"SUPLENTE";15900;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas";"N"
250001123207;"EOZITO DO AMARAL FERREIRA";"#NULO";"PSB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";8000;830;"SUPLENTE";21200;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";"N"
250001123250;"ANTONIO BASILIO FILHO";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"APTO";325976,43;2165;"SUPLENTE";22300;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político";"N"
250000661710;"LÍGIA MENDES DA SILVA";"#NULO";"UP";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"FONOAUDIÓLOGO";"APTO";397507,66;3220;"NÃO ELEITO";18015,01;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de Financiamento Coletivo, Recursos de partido político";"N"
250000658731;"AMANDA VETTORAZZO CARNEIRO";"#NULO";"PATRIOTA";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";241224,6;3978;"SUPLENTE";21574;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos próprios, Recursos de Financiamento Coletivo";"N"
250000658728;"JOSE ANTONIO ALVES DA COSTA";"#NULO";"PATRIOTA";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";207500;1138;"SUPLENTE";7010,45;"OUTROS RECURSOS";"Recursos próprios";"N"
250000658703;"LUCIANO ANASTÁCIO KLEIN DA SILVA";"#NULO";"PATRIOTA";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";NA;635;"SUPLENTE";820;"OUTROS RECURSOS";"Recursos próprios";"N"
250000658702;"LETÍCIA VASCONCELLOS BUENO DANTAS";"#NULO";"PATRIOTA";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";NA;1437;"SUPLENTE";3195;"OUTROS RECURSOS";"Recursos de pessoas físicas";"N"
250000658741;"MARIA JOSÉ DOS SANTOS";"#NULO";"PATRIOTA";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";NA;98;"SUPLENTE";4000;"OUTROS RECURSOS";"Recursos de outros candidatos";"N"
250000658716;"MAYARA TAVARES FELIX DA SILVA";"#NULO";"PATRIOTA";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"EMPRESÁRIO";"APTO";219118,17;451;"SUPLENTE";5150;"OUTROS RECURSOS";"Recursos próprios";"N"
250000658707;"REGINA DO NASCIMENTO";"#NULO";"PATRIOTA";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";NA;539;"SUPLENTE";17000;"FUNDO PARTIDARIO, FUNDO ESPECIAL";"Recursos de partido político";"N"
250000658746;"SERGIO ROBERTO PEREIRA";"#NULO";"PATRIOTA";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";162500;544;"SUPLENTE";10380;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos próprios";"N"
250000885547;"GLAUCIA APARECIDA DA SILVA ESQUIERDO";"#NULO";"SOLIDARIEDADE";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"AGRÔNOMO";"APTO";72342;568;"SUPLENTE";23212,84;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000885534;"RONAN ALOISIO GOULART";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"PEDAGOGO";"APTO";103000;208;"SUPLENTE";9812,99;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000885527;"JEFERSON DA SILVA MATTOS";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"ADVOGADO";"APTO";NA;322;"SUPLENTE";9812,99;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000885522;"KARIUM DE ALMEIDA BRIZOLLA";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"APTO";5000;65;"SUPLENTE";9814,79;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000885555;"JORGE MELLO DA SILVA";"#NULO";"SOLIDARIEDADE";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PRETA";"OUTROS";"APTO";70000;212;"SUPLENTE";9812,99;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000885519;"BRIGIDA CAIRES DINARD";"#NULO";"SOLIDARIEDADE";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"DONA DE CASA";"APTO";4300;109;"SUPLENTE";13212,84;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000885538;"UMBELINO ALMEIDA SOARES";"#NULO";"SOLIDARIEDADE";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"EMPRESÁRIO";"APTO";NA;341;"SUPLENTE";9492,47;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000885541;"ANDREIA APARECIDA GOMES DE SOUSA FERNANDES";"#NULO";"SOLIDARIEDADE";"FEMININO";"SUPERIOR INCOMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"ADMINISTRADOR";"APTO";357000;110;"SUPLENTE";11212,93;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000885552;"MARCELINO DE SOUZA";"#NULO";"SOLIDARIEDADE";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SEPARADO(A) JUDICIALMENTE";"PARDA";"GERENTE";"APTO";10832;346;"SUPLENTE";9812,99;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000755998;"SHIRLEY SILVERIO RAPOSO";"#NULO";"PSTU";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PRETA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"APTO";2500;175;"NÃO ELEITO";22780,13;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos";"N"
250000687489;"ADEMIR DO VALE CONCEIÇÃO";"#NULO";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"EMPRESÁRIO";"APTO";NA;475;"NÃO ELEITO";6437,38;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de outros candidatos";"N"
250000687509;"CARMEM MIRANDA ALVES PEREIRA";"#NULO";"PC do B";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";NA;12;"NÃO ELEITO";1041,38;"FUNDO ESPECIAL";"Recursos de partido político, Recursos de outros candidatos";"N"
250000687534;"OTACILIO RIBEIRO FILHO";"#NULO";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";NA;892;"NÃO ELEITO";12436,54;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos";"N"
250000687537;"ITAMAR SANTOS SESSENTA";"#NULO";"PC do B";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PRETA";"EMPRESÁRIO";"APTO";95000;667;"NÃO ELEITO";6830;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político";"N"
250000687497;"CARLA REGINA FERREIRA DOS SANTOS";"#NULO";"PC do B";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"APTO";NA;813;"NÃO ELEITO";19690,17;"FUNDO ESPECIAL";"Recursos de partido político, Recursos de outros candidatos";"N"
250000687533;"LUIS ARAÚJO FRANÇA";"#NULO";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";NA;804;"NÃO ELEITO";22546,23;"OUTROS RECURSOS, FUNDO ESPECIAL, FUNDO PARTIDARIO";"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos";"N"
250000687553;"JORGE HENRIQUE ESTEVES";"#NULO";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";257900;155;"NÃO ELEITO";2041,38;"FUNDO ESPECIAL";"Recursos de partido político, Recursos de outros candidatos";"N"
250000687503;"MILTON FERREIRA MENDES";"#NULO";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PARDA";"COMERCIANTE";"APTO";NA;492;"NÃO ELEITO";6987,38;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de Financiamento Coletivo, Recursos de partido político, Recursos de outros candidatos";"N"
250000687531;"ERONIDES FERREIRA SANTANA";"#NULO";"PC do B";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";NA;93;"NÃO ELEITO";2934;"FUNDO ESPECIAL, FUNDO PARTIDARIO";"Recursos de partido político";"N"
250000686877;"GILBERTO RAMALHO DOS SANTOS";"#NULO";"PSOL";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PRETA";"OUTROS";"APTO";NA;267;"SUPLENTE";NA;NA;NA;"N"
250000686869;"MARCOS DE SOUZA";"#NULO";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"COMERCIANTE";"APTO";NA;966;"SUPLENTE";8100,62;"FUNDO PARTIDARIO, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios";"N"
250000686816;"AILTON AMARAL DOS SANTOS";"#NULO";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL";"APTO";28000;1527;"SUPLENTE";10006,12;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de Financiamento Coletivo, Recursos de partido político";"N"
250000686865;"FERNANDO TAVARES ARAÚJO DA SILVA";"#NULO";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PUBLICITÁRIO";"APTO";3919,83;2891;"SUPLENTE";11039,93;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de Financiamento Coletivo";"N"
250000686857;"CELSO LUIS GIANNASI";"#NULO";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";2066841,68;28535;"ELEITO POR QP";248499,79;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo, Recursos próprios";"N"
250000686821;"ROBERTO CARLOS DE SOUZA";"#NULO";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";75000;688;"SUPLENTE";8822,08;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de partido político";"N"
250000686826;"KEITCHELE LIMA DA SILVA";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS";"APTO";NA;11355;"SUPLENTE";58658,57;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo";"N"
250000707298;"ROBSON CARNEIRO DOS SANTOS";"#NULO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"COMERCIANTE";"APTO";1731912,91;1877;"SUPLENTE";99977,7;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios";"N"
250000707286;"CARMINO PEPE";"#NULO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";1819962,25;1034;"SUPLENTE";1331,5;"OUTROS RECURSOS";"Recursos de partido político";"N"
250000707277;"MARCOS DAS NEVES PALUMBO";"#NULO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"BOMBEIRO MILITAR";"APTO";274573,03;29086;"SUPLENTE";142711,5;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios";"N"
250000707276;"PAULO LIMA DE ARAÚJO";"#NULO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";4000;200;"SUPLENTE";1780,9;"OUTROS RECURSOS";"Recursos de partido político";"N"
250000707292;"SUSAN BISELLI RULO";"#NULO";"PP";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";621600;179;"SUPLENTE";1048,7;"OUTROS RECURSOS";"Recursos de partido político";"N"
250000707274;"DJERSON PINHEIRO DA COSTA JUNIOR";"#NULO";"PP";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";58235,86;347;"SUPLENTE";796,3;"OUTROS RECURSOS";"Recursos de pessoas físicas";"N"
250000707281;"CARLOS EDUARDO FALCONI";"#NULO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";25210,42;2194;"SUPLENTE";71882,98;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos de partido político";"N"
250000707285;"ARNALDO FARIA DE SÁ";"#NULO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"APTO";6243882,75;34213;"ELEITO POR QP";573430;"OUTROS RECURSOS, FUNDO PARTIDARIO, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"N"
250000707273;"GILMARA VANZO CRISTÃO";"#NULO";"PP";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"TAXISTA";"APTO";764000;355;"SUPLENTE";1292,6;"OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";"N"
250000707279;"HENRIQUE KRIGNER LAINO";"#NULO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADMINISTRADOR";"APTO";34000;16670;"SUPLENTE";921021,12;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo";"N"
250001097188;"VALDIR DOMINGOS NASCIMENTO";"#NULO";"PTC";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"AGENTE DE SAÚDE E SANITARISTA";"APTO";NA;499;"NÃO ELEITO";650;"OUTROS RECURSOS";"Recursos próprios";"N"
250001097227;"ENY CRISTINA DE SOUZA";"#NULO";"PTC";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";22000;97;"NÃO ELEITO";5000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001097159;"JACIRA COSTA SILVA";"#NULO";"PTC";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";201500;279;"NÃO ELEITO";12930;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"N"
